,text,name,year,x,y,labels,kw,score
980,suppliers completed supplier gate end,intesa,2019,5.868521,0.54684544,329,assessment suppliers supplier,1.253478825836105e-06
981,questionnaire reporting regard checks carried suppliers third parties registering supplier gate fills compulsory questionnaire social environmental responsibility issues documentation,intesa,2019,6.1410055,0.6753433,329,assessment suppliers supplier,1.253478825836105e-06
982,procedure makes possible suppliers third parties satisfy minimum requirements system society monitor suppliers regarded suitable given rating,intesa,2019,6.214267,0.69158834,329,assessment suppliers supplier,1.253478825836105e-06
983,furthermore order ensure entire supply chain functions involved purchasing process ability carry inspections including specific reporting procedures order plan appropriate event unsatisfactory ratings,intesa,2019,6.511978,0.582628,329,assessment suppliers supplier,1.253478825836105e-06
984,procurement head office department carried documents supplier gate,intesa,2019,6.1106353,0.5542421,329,assessment suppliers supplier,1.253478825836105e-06
985,controls concerned completion updating time mandatory questionnaires required registering supplier gate,intesa,2019,6.04803,0.56937164,329,assessment suppliers supplier,1.253478825836105e-06
986,mind internal rules regulations guidelines rules procurement head office department manages cases alternative market used ,intesa,2019,6.1468987,0.53802204,329,assessment suppliers supplier,1.253478825836105e-06
987,contractual clauses impose supplier obligation guarantee treatment employees economic conditions wages regulations pensions insurance accident prevention aspects lower minimum standards outlined applicable laws regulations collective bargaining relation category geographical area,intesa,2019,6.4863725,0.120178826,329,assessment suppliers supplier,1.253478825836105e-06
988,companies subject evaluation process authorisations required transporters means vehicles entered relevant register recipients also acquired,intesa,2019,6.1328087,0.62346584,329,assessment suppliers supplier,1.253478825836105e-06
989,group also takes heed impacts generated suppliers contributing spread virtuous processes conduct regards environment,intesa,2019,6.1280727,1.3218886,329,assessment suppliers supplier,1.253478825836105e-06
990,regard former need extend supplier portal strengthen monitoring measures service providers presence personnel offices reported,intesa,2019,6.286417,0.6622511,329,assessment suppliers supplier,1.253478825836105e-06
991, gross revenue group total gross revenue euro suppliers supplier gate suppliers,intesa,2019,5.853405,0.55569106,329,assessment suppliers supplier,1.253478825836105e-06
992,share orders europe breakdown supplier rest world figures refer exclusively suppliers whose registration groups supplier gate ongoing completed,intesa,2019,5.8252125,0.5388707,329,assessment suppliers supplier,1.253478825836105e-06
993,new factors introduced large corporate sustainable goods services scores introduced using data contributing potential notch risk class position supplier data available potential notch risk class determined basis answers qualitative questionnaire ,intesa,2021,6.096154,1.060438,329,assessment suppliers supplier,1.253478825836105e-06
994,agreements signed involvement direct indirect suppliers involvement chain downstream retailers,intesa,2021,6.0224295,0.6961552,329,assessment suppliers supplier,1.253478825836105e-06
995,fact well managing environmental footprint also exert strong influence activities behaviour cannot directly control customers suppliers facilitate transition towards economy,intesa,2021,5.765906,4.937215,329,assessment suppliers supplier,1.253478825836105e-06
996,companies subject evaluation process authorisations required transporters means vehicles entered relevant register recipients also acquired,intesa,2021,6.1347466,0.63143224,329,assessment suppliers supplier,1.253478825836105e-06
997,responsible supply chain supply chain management responsible supply chain order ensure relations suppliers purchasing policies create conditions sustainable economic development respect human rights sourcing regulatory monitoring supplier qualification monitoring activities ,intesa,2021,6.1778574,0.66316146,329,assessment suppliers supplier,1.253478825836105e-06
998,procurement rationalisation project carried procurement head brought acquisition process purchasing logic line principles transparency equal opportunities fairness espoused code ethics environmental responsibility criteria shared within group published process procurement management standardised purchasing process describing roles corporate functions involved,intesa,2021,6.156271,0.5855708,329,assessment suppliers supplier,1.253478825836105e-06
999,managing supply procurement head office department promotes policies shared best practices area entire group aimed safeguarding principles ethical environmental responsibility shared group,intesa,2021,6.109804,0.6248317,329,assessment suppliers supplier,1.253478825836105e-06
1000,department charge procurement defined relevant guidelines rules oversees purchasing process guaranteeing consistency purchases observing relevant policies internal regulations also via called supplier gate view ethical negotiations comparison technical economic characteristics offers submitted suppliers ,intesa,2021,6.132074,0.56210285,329,assessment suppliers supplier,1.253478825836105e-06
1001,vendor modules supplier gate suite continued gradually extended companies group going forward aim cover group companies,intesa,2021,5.876522,0.5402015,329,assessment suppliers supplier,1.253478825836105e-06
1002,contract management module supplier portal already aligned guidelines used upload outsourcing agreements procurement department perimeter,intesa,2021,6.170916,0.55249417,329,assessment suppliers supplier,1.253478825836105e-06
1003,assessment registered suppliers takes account characteristics supplier also includes assessments business ethics human rights workers rights environment basis declarations made specific questionnaires possession certain ,intesa,2021,6.0108857,0.3959909,329,assessment suppliers supplier,1.253478825836105e-06
1004,outcome positive suppliers registered group suppliers register invited events,intesa,2021,5.943506,0.57616603,329,assessment suppliers supplier,1.253478825836105e-06
1005,around suppliers completed supplier gate registration procedure,intesa,2021,5.912594,0.55091935,329,assessment suppliers supplier,1.253478825836105e-06
1006,end around suppliers completed supplier gate registration procedure approximately requested registration excluding former group,intesa,2021,5.9145813,0.5447699,329,assessment suppliers supplier,1.253478825836105e-06
1007, registration procedure therefore also compilation environmental questionnaires qualified eligible invited procurement events,intesa,2021,5.99524,0.58164525,329,assessment suppliers supplier,1.253478825836105e-06
1008,preliminary analyses launched optimisation survey development scoring suppliers aim strengthening application variables qualification management pool suppliers line groups strategy,intesa,2021,6.054501,0.7898489,329,assessment suppliers supplier,1.253478825836105e-06
1009,questionnaire reporting regard checks carried suppliers third parties registering supplier gate fills compulsory questionnaire social environmental responsibility issues documentation,intesa,2021,6.1284566,0.6582414,329,assessment suppliers supplier,1.253478825836105e-06
1010,suppliers third parties meet minimum requirements may ,intesa,2021,6.1466165,0.7305447,329,assessment suppliers supplier,1.253478825836105e-06
1011,procedure makes possible assign social environmental responsibility rating replaced scoring referred influence choices behind selection responsible supply chain best suppliers involved procurement events relation specific company requirements,intesa,2021,6.153448,0.7384406,329,assessment suppliers supplier,1.253478825836105e-06
1012,procurement head office department performed checks around documents supplier gate,intesa,2021,6.1550684,0.5452581,329,assessment suppliers supplier,1.253478825836105e-06
1013,furthermore order ensure assessment entire supply chain functions involved process guaranteed opportunity carrying direct checks inspections also reporting procedures order plan appropriate actions event unsatisfactory ratings,intesa,2021,6.545252,0.55735743,329,assessment suppliers supplier,1.253478825836105e-06
1014,contractual clauses impose supplier obligation guarantee treatment employees economic conditions wages regulations pensions insurance accident prevention aspects lower minimum standards outlined applicable laws regulations collective bargaining relation category geographical area,intesa,2021,6.478702,0.12026374,329,assessment suppliers supplier,1.253478825836105e-06
1015,share orders europe supplier registered rest world figures refer exclusively suppliers whose registration groups supplier gate ongoing completed,intesa,2021,5.823079,0.5263001,329,assessment suppliers supplier,1.253478825836105e-06
1016, group seeks contain third parties suppliers establishes collaborative particular context outsourcing,intesa,2020,6.1450458,0.70637655,329,assessment suppliers supplier,1.253478825836105e-06
1017,checks cover suppliers entire life cycle within bank contracting service termination contract occurred,intesa,2020,6.197818,0.43369508,329,assessment suppliers supplier,1.253478825836105e-06
1018,addition agreements signed new forms extension direct indirect suppliers involvement upstream supply supply chain downstream retailers,intesa,2020,6.006835,0.6798445,329,assessment suppliers supplier,1.253478825836105e-06
1019, towards supply order ensure relations suppliers purchasing policies create conditions sustainable economic development respect human rights sourcing regulatory monitoring supplier qualification monitoring activities adjusting contractual standards group companies process parent company launched extended almost group companies belonging private banking asset management insurance divisions,intesa,2020,6.1896667,0.65933657,329,assessment suppliers supplier,1.253478825836105e-06
1020,procurement rationalisation project carried procurement head office department acquisition process purchasing logic line principles listening opportunities fairness espoused code ethics social criteria shared within group published process guidelines standardised purchasing process describing roles company departments involved,intesa,2020,6.177328,0.52192307,329,assessment suppliers supplier,1.253478825836105e-06
1021,managing supply accordance strategies goals procurement head office department shared best practices area procurement entire group aimed principles ethical social environmental responsibility shared group,intesa,2020,6.144272,0.66386586,329,assessment suppliers supplier,1.253478825836105e-06
1022,department charge procurement area defined relevant guidelines purchasing process guaranteeing regularity consistency purchases relevant policies internal regulations also via application called supplier gate implemented direct negotiation management module uses integrated management purchasing process view increasingly ethical negotiations technical economic characteristics offers submitted suppliers ,intesa,2020,6.161761,0.53691846,329,assessment suppliers supplier,1.253478825836105e-06
1023,new module made possible manage market comparisons socalled calls managed supplier gate items acquired direct negotiations similar qualification verification process third also process controls monitoring time,intesa,2020,6.1689,0.54515046,329,assessment suppliers supplier,1.253478825836105e-06
1024,order ensure greater transparency fairness verification control monitoring group procurement automated process qualifying suppliers third parties registered gate completed running normally,intesa,2020,6.1637516,0.561708,329,assessment suppliers supplier,1.253478825836105e-06
1025,without prejudice activity carried align contract management module requirements imposed guidelines single resolution board module underwent additions make compliant field outsourcing update bank italy circular,intesa,2020,6.189112,0.46606177,329,assessment suppliers supplier,1.253478825836105e-06
1026,supplier selection process takes place registration supplier gate means takes account characteristics also includes analyses business ethics respect human rights workers rights ,intesa,2020,6.0516386,0.40753737,329,assessment suppliers supplier,1.253478825836105e-06
1027,outcome assessment positive suppliers registered group invited procurement events,intesa,2020,5.968857,0.5690122,329,assessment suppliers supplier,1.253478825836105e-06
1028,end total suppliers supplier gate registration procedure,intesa,2020,5.9071984,0.5404727,329,assessment suppliers supplier,1.253478825836105e-06
1029,society questionnaire reporting regard checks carried suppliers third parties registering supplier gate fills compulsory questionnaire social environmental responsibility issues documentation must updated least year,intesa,2020,6.130996,0.6814071,329,assessment suppliers supplier,1.253478825836105e-06
1030,procedure makes possible suppliers third parties satisfy minimum requirements system suppliers regarded suitable given rating,intesa,2020,6.1619506,0.7182086,329,assessment suppliers supplier,1.253478825836105e-06
1031,furthermore order ensure entire supply chain functions involved purchasing process guaranteed carrying direct checks inspections also specific reporting procedures order actions event unsatisfactory ratings,intesa,2020,6.4799476,0.59100795,329,assessment suppliers supplier,1.253478825836105e-06
1032,procurement head office department performed checks documents supplier gate,intesa,2020,6.173938,0.55114776,329,assessment suppliers supplier,1.253478825836105e-06
1033,controls concerned completion updating time documentation questionnaires required registering supplier gate,intesa,2020,6.067288,0.6062404,329,assessment suppliers supplier,1.253478825836105e-06
1034,contractual clauses impose supplier obligation guarantee treatment employees economic conditions wages regulations pensions insurance accident prevention aspects lower minimum standards outlined applicable laws regulations collective bargaining relation category geographical area,intesa,2020,6.5289617,0.1556945,329,assessment suppliers supplier,1.253478825836105e-06
1035,group also takes heed impacts generated customers suppliers spread virtuous processes behaviours environmental social governance areas,intesa,2020,6.075095,1.6673306,329,assessment suppliers supplier,1.253478825836105e-06
1036,businesses chose energy procurement guarantees origin introduction procurement environmental considerations,intesa,2020,5.924012,4.763539,329,assessment suppliers supplier,1.253478825836105e-06
1037,good act customers acquire products without entering branches group via donation offers tangible support environmental protection group platform funding,intesa,2020,9.155204,3.333066,329,assessment suppliers supplier,1.253478825836105e-06
1038,companies subject evaluation process authorisations required transporters means vehicles entered relevant register recipients also acquired,intesa,2020,6.138413,0.62768555,329,assessment suppliers supplier,1.253478825836105e-06
1039, group excluding group suppliers supplier gate suppliers,intesa,2020,5.811221,0.5535551,329,assessment suppliers supplier,1.253478825836105e-06
1040,share orders europe supplier rest world figures refer exclusively suppliers whose registration groups supplier gate ongoing completed,intesa,2020,5.8015065,0.51611674,329,assessment suppliers supplier,1.253478825836105e-06
1041,technology conduct economic procurement practices contribution sustainable development ,unipolsai,2019,6.057947,1.0116187,329,assessment suppliers supplier,1.253478825836105e-06
1042,supply chain management various spheres economic risk control culture ,unipolsai,2019,6.1872644,1.1906599,329,assessment suppliers supplier,1.253478825836105e-06
1043,investment social topics fair responsible business competition supply chain rights assessment ,unipolsai,2019,6.207885,0.21385086,329,assessment suppliers supplier,1.253478825836105e-06
1044,human social topics fair responsible business competition ,unipolsai,2019,6.110601,-0.32946318,329,assessment suppliers supplier,1.253478825836105e-06
1045,protection social topics fair responsible business competition competition ,unipolsai,2019,9.338314,-1.5873544,329,assessment suppliers supplier,1.253478825836105e-06
1046,integration risks underwriting policies outsourcing global compact,unipolsai,2019,6.3701615,0.596461,329,assessment suppliers supplier,1.253478825836105e-06
1047,light risks oversight procedures integrated underwriting policies relation life businesses investment policy outsourcing supplier selection policy,unipolsai,2019,6.418673,0.6994526,329,assessment suppliers supplier,1.253478825836105e-06
1048,clause inserted contracts group enters suppliers whereby latter undertake adhere penalty termination contract,unipolsai,2019,6.2593036,0.3349857,329,assessment suppliers supplier,1.253478825836105e-06
1049,acknowledgement certified suppliers listed register representing total,unipolsai,2019,5.970336,0.5313597,329,assessment suppliers supplier,1.253478825836105e-06
1050, suainability report proportion cos covered by group trading partners paid suppliers expenditure supplies purchasing policy aimed foering creation value enables contribute economic geared towards protecting environment respecting human rights,unipolsai,2019,6.132758,0.45619708,329,assessment suppliers supplier,1.253478825836105e-06
1051,quality relations suppliers founded commitment responsible procurement impartial selection process ensures neutrality fairness accessing offers responsibility integrating social criteria supplier selection management,unipolsai,2019,6.1886973,0.6232155,329,assessment suppliers supplier,1.253478825836105e-06
1052,north west group purchases goods s large groups innovative startups north east social enterprises cooperatives associations fouations organisations offering socially useful goods ,unipolsai,2019,8.751859,3.7524834,329,assessment suppliers supplier,1.253478825836105e-06
1053,regards sending rofiles suly chain comlex raw materials urchased islands goods delivered customers,unipolsai,2019,6.044662,1.0888237,329,assessment suppliers supplier,1.253478825836105e-06
1054,supply chain suppliers governed code ethics charter values code conduct internal ethics integrity transparency,unipolsai,2019,6.2875547,0.23115763,329,assessment suppliers supplier,1.253478825836105e-06
1055,supplier portal suppliers regularly listed selected monitored assessing characteristics also information guaranteeing compliance,unipolsai,2019,6.2884393,0.6173966,329,assessment suppliers supplier,1.253478825836105e-06
1056,result assessment positive suppliers listed groups supplier register may invited ,unipolsai,2019,5.9649367,0.5647796,329,assessment suppliers supplier,1.253478825836105e-06
1057,outsourcing supplier selection policy outsourcing policy included among supplier selection criteria supplier code conduct adopted end inspired principles global compact standard responsible procurement,unipolsai,2019,6.201733,0.52499205,329,assessment suppliers supplier,1.253478825836105e-06
1058,code sets forth expects suppliers terms protection human workers rights protecting combating corruption,unipolsai,2019,6.423167,-0.006223864,329,assessment suppliers supplier,1.253478825836105e-06
1059, sustainability except public administrations independent freelancers whether members asked sign signing renewing contract,unipolsai,2019,6.3719172,0.2154086,329,assessment suppliers supplier,1.253478825836105e-06
1060,chart illustrates role covered risk management system respect supply chain context sustainability strategy implemented ,unipolsai,2019,6.1395884,1.2330185,329,assessment suppliers supplier,1.253478825836105e-06
1061,reporting procedure risk management system supply contract action plan deinition ollow supplier time registration based results within month action based results accepts clause previous phase signing contract plan evaluation previous code conduct suppliers register contract suppliers contract supplier executed criteria conirmed adheres accepts code carried duct relationship moved thecdc best provides evidence entered deinition action plan event ocertiications accepting alternative supplier action plan evaluation audits signiicantstructured management orms code suppliers nonconormitysystem conduct audit ield accompanied event signiicant action sustainability unit environmental issues nonconormity buyer conduct audit supplier,unipolsai,2019,6.2689285,0.69364434,329,assessment suppliers supplier,1.253478825836105e-06
1062,presentation suppliers according risk exposure standard risk monitored priority action sustainability diversified companies operating sectors tourism agriculture health procurement procedures analogous procedures group founded selection assessment suppliers supplier portal,unipolsai,2019,6.1256633,0.9111174,329,assessment suppliers supplier,1.253478825836105e-06
1063, group prefers relations catering laundry suppliers committed reducing environmental impact overall ecological footprint,unipolsai,2019,4.691329,4.942987,329,assessment suppliers supplier,1.253478825836105e-06
1064,also within group partners certified accordance source sustainability management system standard adopt measures reduce carbon footprint heavy use chain products fruits vegetables social farming adoption procedures optimisation dedicated software means transport low environmental impact use packaging solutions reduce weight volume,unipolsai,2019,6.8367114,4.104761,329,assessment suppliers supplier,1.253478825836105e-06
1065,regard suppliers contracts contain clause requires supplier comply refusal termination contract,unipolsai,2018,6.2682705,0.36106524,329,assessment suppliers supplier,1.253478825836105e-06
1066,regards suppliers register make total acknowledgement certified,unipolsai,2018,5.995994,0.546202,329,assessment suppliers supplier,1.253478825836105e-06
1067,particular special parts highlight general conduct principles applied company bodies employees partners basis dedicated contractual clauses,unipolsai,2018,6.4399514,0.120541744,329,assessment suppliers supplier,1.253478825836105e-06
1068,supplemented initiatives integration risks along supply chain oversight implemented group adopt global ,unipolsai,2018,6.1971703,1.2522154,329,assessment suppliers supplier,1.253478825836105e-06
1069,particular suppliers code conduct group asks suppliers adhere minimum fundamental practices defined basis global compact ,unipolsai,2018,6.2137685,0.51608366,329,assessment suppliers supplier,1.253478825836105e-06
1070,order support companies understanding assessing covering environmental damage dedicated cover environmental responsibility provides protection damage caused accidental pollution compensates damage third parties caused pollution recovery decontamination necessitated damage,unipolsai,2018,6.092283,1.471845,329,assessment suppliers supplier,1.253478825836105e-06
1071, sustainability days group trading partners paid suppliers expenditure supplies italy average payment purchasing policy aimed favouring creation value allows contribute economic limit environmental impact areas operates making suppliers key stakeholder sustainability strategy,unipolsai,2018,6.0922265,0.7274312,329,assessment suppliers supplier,1.253478825836105e-06
1072,pillars built commitment responsible procurement time neutrality selection suppliers transparent impartial process impartiality accessing bids basis free fair competition giving opportunities everyone operational legal contractual efficiency security providing recommendations operational support businesses responsibility integrating social environmental criteria supplier selection management,unipolsai,2018,6.1711335,0.6969651,329,assessment suppliers supplier,1.253478825836105e-06
1073,companies works large international groups innovative startups cooperatives associations foundations organisations offering socially useful goods services various purchasing requirements,unipolsai,2018,8.823164,3.890859,329,assessment suppliers supplier,1.253478825836105e-06
1074,amount paid suppliers centre south islands figure include company sad total source sustainability suppliers marketing advertising sponsorship real estate asset management services diversified technology printing stationery basis equipment fixtures services signs transport services utilities operation figure include reporting scope changed company sad,unipolsai,2018,8.237499,5.2175627,329,assessment suppliers supplier,1.253478825836105e-06
1075,supply chain group procurement launched project replace suppliers portal use new application solution ,unipolsai,2018,6.0585938,0.6943362,329,assessment suppliers supplier,1.253478825836105e-06
1076,change portal enable redefinition procurement process based company procedures marked integrity transparent negotiating competitive comparison technical economic characteristics suppliers ,unipolsai,2018,6.0966043,0.5877417,329,assessment suppliers supplier,1.253478825836105e-06
1077,suppliers portal suppliers regularly listed monitored selected according partnership characteristics also information compliance,unipolsai,2018,6.279936,0.61782926,329,assessment suppliers supplier,1.253478825836105e-06
1078,result assessment positive suppliers listed groups suppliers register may invited ,unipolsai,2018,6.016695,0.57928586,329,assessment suppliers supplier,1.253478825836105e-06
1079,end suppliers completed procedure registration portal involved inactive trading year,unipolsai,2018,6.0398393,0.43574902,329,assessment suppliers supplier,1.253478825836105e-06
1080, uses information check degree sensitivity important suppliers topics gradual assumption responsibility concerns awareness development resulting measures,unipolsai,2018,6.343591,0.7467674,329,assessment suppliers supplier,1.253478825836105e-06
1081,outsourcing supplier selection policy approved early included among selection criteria signature code conduct adopted end inspired principles compact ,unipolsai,2018,6.2050548,0.514396,329,assessment suppliers supplier,1.253478825836105e-06
1082,addition first months adopted platform global compact selection preliminary classification tool suitable monitoring characteristics suppliers,unipolsai,2018,6.301535,0.6501163,329,assessment suppliers supplier,1.253478825836105e-06
1083, register possible buyers obtain within framework selection classification process sustainability performance suppliers terms human rights labour environment combating corruption,unipolsai,2018,6.0912547,0.8389892,329,assessment suppliers supplier,1.253478825836105e-06
1084,chart illustrates role covered risk management system respect supply chain context sustainability strategy implemented ,unipolsai,2018,6.149574,1.2693259,329,assessment suppliers supplier,1.253478825836105e-06
1085,presentation suppliers according risk exposure standard risk risk monitor priority diversified companies operating sectors tourism agriculture health sports craft procurement procedures analogous procedures founded selection assessment suppliers supplier portal,unipolsai,2018,6.1261015,0.9142533,329,assessment suppliers supplier,1.253478825836105e-06
1086,sectors particularly worth mentioning food services laundry procurement areas group privilege relationships suppliers committed reducing environmental impact overall environmental footprint,unipolsai,2018,6.1922503,3.4960816,329,assessment suppliers supplier,1.253478825836105e-06
1087,indeed food services partners certified accordance environmental management system adopt measures reduce carbon footprint strong incidence supply chain products fruits social farming adoption procedures optimisation logistics processes dedicated means transport low environmental impact use packaging solutions meant reduce weight volume,unipolsai,2018,6.8846745,4.164927,329,assessment suppliers supplier,1.253478825836105e-06
1088,facilities acceptance hiring dynamic positioning process consultancy contracts,enel,2018,8.513367,1.4634947,329,assessment suppliers supplier,1.253478825836105e-06
1089,clear objectives also linked technological sustainable supply chain focus must include cyan increasingly integrated modern security area structure confirmed objectives management based reduc advanced solus emissions consump pro relative monitoring ethical hacking vulmo biodiversity spread assessment ,enel,2018,6.781342,4.0960183,329,assessment suppliers supplier,1.253478825836105e-06
1090,equal treatment market operators,enel,2018,13.9639635,5.4711103,329,assessment suppliers supplier,1.253478825836105e-06
1091,nevertheless commit main drivers,enel,2018,8.259219,2.6595075,329,assessment suppliers supplier,1.253478825836105e-06
1092,specific action plans icy enshrines series con supply chain,enel,2018,6.2337747,0.954716,329,assessment suppliers supplier,1.253478825836105e-06
1093,topic business lines countries areas association global procurement italy controls performance suppliers bargaining peru russia contract,enel,2018,6.215159,0.55551296,329,assessment suppliers supplier,1.253478825836105e-06
1094,procurement child global russia supplement controls suppliers check affairs previous involvement violations,enel,2018,6.263381,0.4342234,329,assessment suppliers supplier,1.253478825836105e-06
1095,among better protected quality quantity requests clarifications,enel,2018,6.8771124,0.43537706,329,assessment suppliers supplier,1.253478825836105e-06
1096,increase trend compared qualification process planned,enel,2018,7.121662,1.4715097,329,assessment suppliers supplier,1.253478825836105e-06
1097,sustainabl valu cratd sustainabl supply chain nl bass purchasing procsss prcontractual conduct focusd rcipro lin opn powr approach nl considrscal loyalty transparncy collaboration,enel,2018,6.204106,0.8492443,329,assessment suppliers supplier,1.253478825836105e-06
1098,suppliers part single team performance suppliers necessary quality stand characteristics enrich portfolio must also step efforts respect local peculiarities best practices human rights conditions occupational health diversity innovation added value,enel,2018,6.3312345,0.40385002,329,assessment suppliers supplier,1.253478825836105e-06
1099,cornerstones undertaken past number suppliers contract signed based contractors expanding professionalism people involved procurement sustainability report activities socalled buyers using local needs allow common procurement project technology syner aiming launched aims track input contribution individual total costs,enel,2018,6.1290298,0.68725914,329,assessment suppliers supplier,1.253478825836105e-06
1100, structure output materials ones multicultural ronment based completed specific service units indepth knowledge flow passion oversee procurement processes material terms components boosting integration engaging suppliers,enel,2018,6.1287565,0.6965304,329,assessment suppliers supplier,1.253478825836105e-06
1101, define solutions capable respect applicable laws aim environmental product meet needs guarantee quality services dec utmost respect reference analysis product engag suppliers right costeffectiveness efficiency life cycle life cycle assessment need born timeliness correctness,enel,2018,6.1155257,1.3647934,329,assessment suppliers supplier,1.253478825836105e-06
1102,principles free competition equal rules product category procurement process managed treatment certified product category rules ,enel,2018,6.154649,0.57996154,329,assessment suppliers supplier,1.253478825836105e-06
1103, demonstration allows experiences furthermore principle highlighting reduction skills shared may come second environmental impact derived respond adequately quickly ria laid invitation tender production cycle,enel,2018,6.025126,1.2297509,329,assessment suppliers supplier,1.253478825836105e-06
1104, processes identifying maintain cular economy global procurements platform launched helps highlight work people engaged family keeping groups values priorities strategies,enel,2018,6.131811,0.6762503,329,assessment suppliers supplier,1.253478825836105e-06
1105,sustainable value created particular carries risk assess relationship procurement suppliers includes categories,enel,2018,6.116232,1.0289918,329,assessment suppliers supplier,1.253478825836105e-06
1106, contracts accordance suppliers suppliers highest sustainability standards,enel,2018,6.142974,0.8273884,329,assessment suppliers supplier,1.253478825836105e-06
1107,suppliers considered critical sup pliers due strategic nature linked suppliers socalled tier company business purchasing active contract december ,enel,2018,6.09686,0.7464961,329,assessment suppliers supplier,1.253478825836105e-06
1108, carries structured analysis volumes potential procurement process,enel,2018,6.172749,0.6259475,329,assessment suppliers supplier,1.253478825836105e-06
1109,apply local tenders created supplier supplier ed one european union system allows specific merchandise categories specific procedure selection evaluation eligibility cation guarantee since intend participate granted supplier updated list subjects activities,enel,2018,6.279239,0.8277595,329,assessment suppliers supplier,1.253478825836105e-06
1110,inspections within scope sustainability requirements proval process requires also qualification process access overall eligibility law force registry suppliers inclusion series documents human rights conservative qualified suppliers,enel,2018,6.237911,0.6175323,329,assessment suppliers supplier,1.253478825836105e-06
1111,risk level means specific sustainability requirements among things adhesion looks potential supplier may present new ret principles expressed code suppliers profile terms inclusion qualification later date,enel,2018,6.0967207,1.0750909,329,assessment suppliers supplier,1.253478825836105e-06
1112,table including use may individual suppliers percent advancement databases reference registry suppliers suppliers three aspects events related company remain therein already process,enel,2018,6.0876985,0.6596505,329,assessment suppliers supplier,1.253478825836105e-06
1113, previously invited main areas analysis groups procurement new suppliers active direct ties,enel,2018,6.076821,0.6772399,329,assessment suppliers supplier,1.253478825836105e-06
1114,tender process commitment introducing con environmental example contracting sustainability tender session continued waste management sustainability circular invitas ten ,enel,2018,6.019238,1.2278088,329,assessment suppliers supplier,1.253478825836105e-06
1115,particular negotiations perfected used social example hiring prevented printing tender phase various procurement pages reducing units consistently various ,enel,2018,6.0128245,1.114555,329,assessment suppliers supplier,1.253478825836105e-06
1116,integrity new operating procedures defined adopted group level regarding integrity requirements suppliers aim consolidating existing control system incisive action corruption especially defining specific criteria documentary verification integrity homogeneous applied procurement process qualification awarding individual contract defining operating verification procedures aimed enhancing available impacting rational organic determined manner aspects related corruption issues factors spread promoting widespread culture respect rules ethics,enel,2018,6.6419544,-0.081060834,329,assessment suppliers supplier,1.253478825836105e-06
1117, defined specific environment health hygiene contractor clauses included contracts well legality retribution others employed services supplies contribu insurance taxes,enel,2018,6.433755,0.1477167,329,assessment suppliers supplier,1.253478825836105e-06
1118,execution contract periodically take account addition suppliers expressly asked immediately terminate contract changes follow best undertake adoption principles event violation said obligations practices,enel,2018,6.2160063,0.4479636,329,assessment suppliers supplier,1.253478825836105e-06
1119,besides risks related activity clauses applicable suppliers must undertake respect supply chain,enel,2018,6.274903,0.9077007,329,assessment suppliers supplier,1.253478825836105e-06
1120,regard found co internal analyses supply chain ethics event aspire verify suppliers products provirs equivalent s manag us cobalt respect human subcontractors among ths business,enel,2018,6.215187,0.24494295,329,assessment suppliers supplier,1.253478825836105e-06
1121,verify performance categories suppliers execution analysis reviewed ,enel,2018,6.231847,0.6984801,329,assessment suppliers supplier,1.253478825836105e-06
1122,vision goods services covered supplier qualification percentage tier suppliers contract,enel,2018,6.0883756,0.7287885,329,assessment suppliers supplier,1.253478825836105e-06
1123,indicators possibility withdrawal termination percentage suppliers weighted combined produce contract,enel,2018,6.039256,0.48422235,329,assessment suppliers supplier,1.253478825836105e-06
1124, contract detects critical issues plan whose performance used evaluating concerning contractors proved following action calls tender con improvement plan defined jointly contract compliance supplier implementation applicable law,enel,2018,6.2332597,0.7026757,329,assessment suppliers supplier,1.253478825836105e-06
1125,initial massive documentary addition specific units purpose verifying individual country level payment social security contract controls areas correct phase procurement task carrying checks obligations suppliers,enel,2018,6.664138,0.14388932,329,assessment suppliers supplier,1.253478825836105e-06
1126, specific commissions ensure responsible management second level control made representatives supply chain assessing tenders also calls targeted procurement area managing risks relation joint depth control inspections,enel,2018,6.3052707,0.70213175,329,assessment suppliers supplier,1.253478825836105e-06
1127, lines task assessing several liability monitoring supplier performance,enel,2018,6.540017,0.6864545,329,assessment suppliers supplier,1.253478825836105e-06
1128,controls envision established qualification commission integrity committee legal functions also participate meets monthly basis critical issue emerges regarding supplier,enel,2018,6.2419863,0.5948868,329,assessment suppliers supplier,1.253478825836105e-06
1129, fostering partnerships suppliers able respond invitas june september global procurement within scope manage approval process suppliers day events held project view vendor rating italy peru spain launched survey,enel,2018,6.1056943,0.6740977,329,assessment suppliers supplier,1.253478825836105e-06
1130,training health respect environmental ethical clauses contracts general contract conditions requires contractors factors supply suppliers subcontractors among things comply ten principles responsible purchasing united nations global compact respect protection human rights well respect ethical social obligations regarding fight child protection women prohibition discrimination freedom association representation forced safety environmental protection sanitary conditions also regulatory conditions retribution tax,enel,2018,6.4189296,0.070822015,329,assessment suppliers supplier,1.253478825836105e-06
1131, local suppliers contracts foreign suppliers with contracts concentration spending local spending foreign materials services supplies works services fuel purchases gas oil coallignitebiomass services performance indicators december december december management instrentsactive qualified companies,enel,2018,5.962699,0.73730993,329,assessment suppliers supplier,1.253478825836105e-06
